页码,微博id,发布者,发布时间,发布者id,发布内容
56,4.09E+15,罐子是个特实诚的眼瞎好姑娘,2017/4/3 1:00,,Day1:景德镇雕塑瓷厂+陶溪川🤗真的……没有什么照片最后一张有我哦 景德镇·景德镇未知陶舍 
56,4.09E+15,不是天使爱米粒,2017/4/1 23:01,,景德镇闲逛之雕塑瓷厂周末地摊 
56,4.09E+15,绛紫闲着,2017/3/25 16:50,,这是我在景德镇雕塑瓷厂对面的地摊早市淘的瓷片，老板一再强调是老的，我总想哪有那么多老东西。有人看后笑称是陈容的六龙图。@意匠id @江美魏林 @水彩花园 南昌·丽景路 
56,4.09E+15,言己生活,2017/3/22 0:56,,晚上的雕塑瓷厂，安静得只能听见修坯刀抽离泥巴的声音#陶瓷# 景德镇 
56,4.08E+15,景德镇日报社,2017/3/6 11:30,,#景德镇身边事# 【三月春风暖人心 雷锋精神代代传】日前，团市委组织开展“景漂”青年志愿服务，一群“小青花”志愿者们带着清扫工具来到雕塑瓷厂乐天陶社，擦亮城市“窗口”。同一天，团市委还组织开展了以“文明交通·平安出行”为主题的交通文明卫士常态化志愿服务活动，安排青年交通志愿者在早、晚 ...全文
56,4.08E+15,金洺S,2017/2/26 22:46,,景德镇两日游，古窑还是很推荐去的，不仅景色优美，可以看到还原的古代窑址，原来古代的瓷行业有如此完整详实的产销体系和行规。剩下的时间逛逛雕塑瓷厂，陶溪川和陶瓷大学老校区的陶瓷一条街。周末瓷厂市集没赶上，有机会下次去逛逛 
56,4.08E+15,上海乐天陶社PWS-Shanghai,2017/2/14 13:52,,江南树懒在景德镇雕塑瓷厂后门外，是一间啤酒屋，隐蔽在一条无名小巷子的里面，但人气不错，坚持做精酿，接地气，平时还有各种“耐人寻味”的主题派对，另外郑祎今年会在树赖组织更多活动，三月大趴叫做Andy Warhol's Go Go Dance Party，正在筹备，敬请期待！一个人如果不做陶瓷还想做精工产品，那做什么呢？ 
57,4.06E+15,紫瓠仙官,2017/1/9 11:50,,发表了博文《2017年1月7日星期六》昨晚到宾馆反而不困了，看书至三点多钟睡下，早上也就八点半醒来了，自然醒。继续看书，至10点起，收拾完毕，一起去雕塑瓷厂，果然在街头就看到上次吃的那家肠粉摊子，好吃2017年1月7日&amp; &amp; 星期六 
57,4.06E+15,江西风景独好,2016/12/29 12:51,,#江西旅游# 【景德镇值得去的几个地方】今天推荐陶溪川、雕塑瓷厂创意集市、古窑、古县衙、瑶里、东埠、冷水涧、御窑厂、皇窑。@景德镇发布 
57,4.05E+15,范依然叽叽歪歪,2016/12/9 20:00,,#边走边摄# 瓷都 雕塑瓷厂  流连 感受风雅 景德镇·景德镇雕塑瓷厂 
57,4.05E+15,耿域疆,2016/12/9 19:01,,之前不曾发现工作坊中藏的美在雕塑瓷厂杂草丛中偶遇诗仙 景德镇·陶院 
57,4.05E+15,景德镇小动物爱心家园,2016/11/24 9:08,,26号上午，雕塑瓷厂，娜妈小厨门口《你我行动，让小动物温暖过冬》慈善义卖，不见不散。[玫瑰][玫瑰][玫瑰][皱眉][皱眉][皱眉] 
57,4.04E+15,瓷都路况,2016/11/22 18:28,,18:30#瓷都路况# 珠山桥西往东排至昌南路口；昌江桥西往东排至老汽车站；新厂路口东往西排至雕塑瓷厂；东一路为宇路路口西往东排至富春花苑路口；梨树园路口西往东车流量大，其他路段通行顺畅。 
57,4.04E+15,NCS咖啡厅,2016/11/5 21:24,,被偷空的#雕塑瓷厂#  不止是创意和生机，还有好多的手！麻烦再有人看到哪些所谓艺术家拿雕塑瓷厂的手作装置艺术的时候问问他是不是从#景德镇##雕塑瓷厂# 偷的另，今天听说乡土陶社门口的两个大人偶半夜被几个开越野车的年轻人搬走了…真想问候他们父母还有祖宗… 景德镇 
58,4.04E+15,NCS咖啡厅,2016/11/5 15:54,,可 #雕塑瓷厂#  这里发生的都是小镇里的每一次脉搏 景德镇·景德镇雕塑瓷厂 
58,4.04E+15,青岛-小妖,2016/10/29 23:10,,景德镇雕塑瓷厂，常年生产各种毛瓷像 
58,4.03E+15,爱吃肉的馋豆豆,2016/10/25 19:00,,火车站左手边2-3百米28路车到景德镇雕塑瓷厂（秦岭站）～是学生们的创业园～琳琅满目的小东西充满了年轻的创新味道～这里总有一款适合你 景德镇·金鼎广场 
58,4.03E+15,紫瓠仙官,2016/10/25 15:39,,发表了博文《2016年10月23日星期日》早上起来，幸好早早的洗过澡了，竟然停电停水的说，看见一哥们满头泡沫出来找纯净水。去雕塑瓷厂又逛了一圈，然后去小佐小祐吃饭。这顿饭是我最满意的一次，味道很好，关2016年10月23日&amp; &amp; 星期日 
58,4.03E+15,紫瓠仙官,2016/10/22 10:26,,景德镇雕塑瓷厂，大学生创意市集～ 
58,4.03E+15,瓷都路况,2016/10/19 17:59,,18:00#瓷都路况# 【东城区】新厂路口东往西，目前队尾已经排到了雕塑瓷厂，南向北压力也比较大，陶玉南路东一路路口南向北以及东往西在排长龙，东二路一中后门东往西排队通行的情况，请耐心等候。【老城区】广场北路从二院至新德园南向北队尾已经积压到了广场环岛，梨树园路口西往东目前也在摆长龙，中 ...全文
58,4.03E+15,景德镇日报社,2016/10/18 18:35,,18:35#实时路况# 【东城区】东城区压力主要集中在新厂路口东往西，目前队尾已经排到了雕塑瓷厂，东二路沿线基本恢复平稳。【老城区】梨树园路口西往东目前在摆长龙，沿河东路受珠山桥严重拥堵的影响，南北向有排队情况，较上一时段有所缓解。【西城区】珠山桥西往东严重拥堵，队尾已经排到了昌南大道奥 ...全文
58,4.03E+15,瓷都路况,2016/10/18 18:06,,18:05#瓷都路况# 【东城区】东城区压力主要集中在新厂路口东往西，目前队尾已经排到了雕塑瓷厂，林荫路全线南向北行驶缓慢，东二路一中后门西往东、为宇路口东西双向都有排队情况，请耐心等候。【老城区】广场北路从新德园一直到皮肤医院环岛南北双向严重拥堵，南向北队尾已经积压到了广场环岛和珠山东 ...全文
58,4.03E+15,CWF-双鱼,2016/10/14 22:47,,古县衙-御窑-雕塑瓷厂-古窑 (寝室四只这几天真是玩到累吃到撑，托中国好室友的福，济宁伯伯送了我们一人一个瓷盘，好开心) 
59,4.03E+15,古窑行者朱东明,2016/10/10 22:42,,金桂浮月满庭香……景德镇雕塑瓷厂桂花苑 
59,4.03E+15,瓷都路况,2016/10/5 10:28,,10：30#瓷都路况# 此刻压力最大的路段就是热点景区周边，瓷都大道古窑路段南北双向车多，通行缓慢，东一路雕塑瓷厂路段西往东，迎宾大道体育场路口进出城双向车多，其他路段通行正常。 
59,4.03E+15,瓷都路况,2016/10/5 9:35,,09:35#瓷都路况# 车多路单有新厂路口西往东、昌江广场路口西往东、瓷都大道古窑路段南北双向、新厂东路（东一路）雕塑瓷厂西往东、莲社北路南北双向、新村西路质监局北往南车流量大，其他路段通行顺畅。 
59,4.03E+15,小仙女在旅行,2016/10/4 22:37,,以前很喜欢玻璃制品因为它通透光亮，后来在昆明南博会上突然发现爱上瓷器，温润耐看实用干净。从景德镇新都陶瓷园到雕塑瓷厂再去陶瓷学院对面的夜市，看了一天的瓷器买了一堆小玩意，终于感觉到有点入门，手工、灌浆、贴画，一系列套路都为降低成本，老百姓用得起，明天希望淘到更高级的哟 
59,4.03E+15,7Lirong,2016/10/4 22:10,,10.3   雕塑瓷厂，一个让人逛了就不想离开的地方。一路上到处都是各种好看可爱让人喜欢到不行的小瓷器，一路走去都忍不住要剁手，各种精巧的瓷器如此吸引人，以至于我只顾着看瓷器而忘了拍照，随手一拍，都是好看到不行的杯子呀什么的。值得一提的是这里的瓷器非常便宜，运气好的花一点钱就能买一大堆 
59,4.03E+15,#NAME?,2016/10/4 14:27,,#随手拍景德镇##景德镇·雕塑瓷厂[地点]# 
59,4.02E+15,是Mina丫,2016/9/11 22:32,,"#南优贤##我带南优贤逛中国# 坐标：江西景德镇 P1,2景德镇古街 P3,4,5,6景德镇御窑厂 P7,8,9雕塑瓷厂 好多卖陶瓷 做陶瓷的地方不给拍照 也没有去一些景点 还有好多地方没去 不是本地人 不熟没人陪同不敢到处跑 拍得不太好 活动要结束了 想想 既然拍了还是放出来吧 景德镇 "
59,4.02E+15,乐天陶社-景德镇,2016/9/10 11:30,,以往每周六，教育中心门口总能听到“滴--滴--”的喇叭声，因为门口总是停着几辆车，堵住了唯一的过路口。现在新增了禁止停车牌，终于前方道路畅通。雕塑还是过去的老样子，它的变化赶不上汽车的普及。温馨提示：周六来赶集，请大家把车停在停车场，或者停在雕塑瓷厂外面。 
60,4.02E+15,乐天陶社-景德镇,2016/9/8 10:47,,光明瓷厂和乐天陶社所在的雕塑瓷厂一样都承载着景德镇陶瓷的历史。光明瓷厂是“青花玲珑瓷”的代表，在过去的半个多世纪中，在几代人的不懈努力下，艰苦创业，打造了光明瓷厂的一度辉煌。如今，虽然光明瓷厂辉煌不再，但千年制瓷技艺仍然在传承。 
60,4.02E+15,乐天陶社-景德镇,2016/9/7 11:02,,景德镇的师傅大多用板刀修坯，用锉刀磨锋利。“工欲善其行，必先利其器”。 拍摄对象-雕塑瓷厂胡师傅。 
60,4.02E+15,SophyJiang味旅绘,2016/9/2 17:23,,#如是书院#周边玩，暴走景德镇雕塑瓷厂，见识了一些传承匠人和创意新一代手工作者，园区内好似可以随时在路边捡漏。 
60,4.01E+15,景德镇发布,2016/9/1 8:09,,#早新闻#【一瓷一塑——怀念尹一鹏先生!】尹一鹏先生1958年来到景德镇，在景德镇工作生活了三十个年头。他的青春、爱情、事迹、家庭都落在景德镇；他的泥水、汗水、泪水从陶院流到雕塑瓷厂。在尹一鹏先生故去后的第三个年头，今天，他回到了美丽的景德镇，回到了陶溪川中央美院美术馆。 
60,4.01E+15,耳坴小女夭,2016/8/30 12:07,,八月上。小牟于江西景德镇雕塑瓷厂。系列五 小试牛刀。 
60,4.01E+15,baby不忘初心,2016/8/28 15:36,,在景德镇有一家自酿啤酒酒吧特别火，就在雕塑瓷厂后门处，进去很深的巷子里，一栋三层旧居民房，真是酒香不怕巷子深，现在的商业模式真实搞不懂，一对大学生就有这么大的创意和胆量把酒吧开在想都想不到的巷子里，居然就成功了，火的不得了，连我都要去尝尝，新鲜酿造的啤酒喝起来口感还真不错。 
61,4.01E+15,自由的00ling,2016/8/5 21:22,,十点出发一路风雨交加安全到达景德镇，找寻几年前来过的似乎穿越的雕塑瓷厂走了三趟第一趟找寻厂第二趟找个附近的酒店明天方便逛市场怕不安全走到他们的人民广场，妈呀红绿灯对于他们这里是视而不见随便过马路酒店不好停车只好作罢～第三趟找了个瓷厂研究所的大酒店，刚又去找吃的 景德镇·爱达荷 
61,4E+15,雕塑瓷厂里的光,2016/7/24 13:11,,就这还评3A呢，雕塑瓷厂这么好的牌子做成现在这样也是醉了 景德镇·爱达荷 
61,3.99E+15,名字不宜又长又臭,2016/6/12 20:42,,D4 景德镇 去了冷门的瑶里古镇，我更喜欢瑶里的古名窑里，奈何古村与古法制窑一同没落，千米长的古街无一不显得破败不堪，雨后的空气更是弥漫着极重的霉味，走在严重倾斜的房子下真的很怕它会塌下来。很多户都贴了白事对联，人逝楼空…回来去了雕塑瓷厂－“瓷器”的菜市场，把手顺办妥，明天甭烦咯~ 
61,3.98E+15,伍艺空间,2016/5/30 8:39,,景德镇·雕塑瓷厂工艺师眼中没有所谓流行再小的活儿也不能留瑕疵 
61,3.98E+15,伍艺空间-文心,2016/5/30 8:27,,景德镇·雕塑瓷厂那些离不开花花草草的器物 
61,3.98E+15,Fuguei_f,2016/5/21 22:47,,_维美食与爱不可辜负~#景德镇·雕塑瓷厂[地点]# 
62,3.98E+15,瓷都路况,2016/5/15 11:56,,11：55#瓷都路况#午间出行高峰到来，【严重拥堵】东一路雕塑瓷厂东往西，广场北路二院路段南向北，新德园路口南北双向车多拥堵，珠山桥至昌南路口东西双向车多， 东往西排至了御窑厂，莲社北路广场路口北往南，斗富弄西往东，新厂路口四向车多，老陶院南向北堵车严重，广场南路金和汇景门口南北双向车 ...全文
62,3.98E+15,_发奋涂墙的大米岗,2016/5/14 11:59,,怪不得我那么喜欢😘😘😘 以后结婚家里要备这样的一套。📍景德镇雕塑瓷厂乐天陶社老虎吾瓷 
62,3.97E+15,Aotearoa美丽心灵,2016/5/9 23:40,,景德镇四天   一直下雨   这场说走就走的旅行   有雨为伴  注定难忘   小艳子的室友都特别好  聊得很high. 去了很多地方  景德镇虽小   值得去的地方却很多  一天一个地方   没有停下来过   古窑  雕塑瓷厂   陶溪川   古街商贸中心   整个地方的建筑很古老   历史味十足    感谢你们带我飞~ 
62,3.97E+15,高岭KAOLIN,2016/5/9 22:20,,#展览#  景德镇的匠人师傅们一辈子传承着那些陶瓷工艺。正是他们对自己手艺的坚持和自信，伴着来到景德镇的年轻人一起走。「展览：匠」－ 景德镇雕塑瓷厂工艺师傅邀请展，地址：景德镇乐天陶社木扉堂，展期：2016.4.30~5.15。@乐天陶社景德镇 
62,3.97E+15,乐天陶社-景德镇,2016/5/9 15:10,,配合《「匠」——景德镇雕塑瓷厂工艺师傅邀请展》的慈善义卖活动尚剩馀少量围裙和环保袋，上面印了这次展览受访师傅的一些经典话，展览还有一周！快来乐天陶社咖啡店抢购！ 
62,3.97E+15,乐天陶社-景德镇,2016/5/4 9:45,,「匠」——景德镇雕塑瓷厂工艺师傅邀请展开幕成功！开幕当天邀请了刘远长大师、雕塑瓷厂的领导们和部份师傅们来参与，谢谢他们对这次展览的大力支持！展览到5月15日，这裡有100多个故事，很想知道有没有人能把它都看完大家觉得最有趣的又是哪一样工具呢？ 
62,3.97E+15,器cheer,2016/5/3 23:29,,景德镇，雕塑瓷厂，适合懂行的人看和买，里面也有很多大师的工作室。像我这种纯外行，不适合来。离这里不远就是陶瓷学院，还有陶艺街，那里周围小吃很多，也好多学生开的店，想买创意陶瓷可以来。 
63,3.97E+15,乐天陶社-创意市集,2016/4/30 10:24,,乐天木扉堂展厅雕塑瓷厂工艺师傅邀请展 和慈善丝网印刷活动 将销售钱款全部捐给景德镇社会福利院。这么有意义的活动和展览大家快来市集看看吧@乐天陶社-景德镇 @乐天陶社设计工作室 @乐天陶社ThePotteryWorkshop 景德镇·爱达荷 
63,3.97E+15,i9994,2016/4/29 23:26,,一个月前在古窑和雕塑瓷厂，啊，晴朗的天 
63,3.97E+15,乐天陶社-景德镇,2016/4/29 10:26,,[景德镇乐天陶社木扉堂]   景德镇乐天陶社自2005年5月1日开幕以来，已在雕塑瓷厂整整发展了十一年，在这个值得纪念的日子里，我们将举办一场关于雕塑瓷厂内师傅们的展览。展览将展出每一位师傅的一件独特的工具，叙述他们的故事，同时... 「匠」——景德镇雕塑瓷厂工艺师傅邀请展 
63,3.97E+15,乐天陶社-景德镇,2016/4/28 22:50,,[景德镇乐天陶社周五系列讲座] 教育中心 4月29日 19:00 本次的讲座人是景德镇乐天陶社教育中心的员工胡陆敏，可能更多人知道的是她的英文名Laura。经过两个多月的策划，她与乐天的展览团队跑遍了雕塑瓷厂内的大大小小几乎所有作坊，搜集了128位师傅们的故事。 
63,3.97E+15,乐天陶社-景德镇,2016/4/27 18:42,,创意市集五月大活动又来了！4月30日-5月1日周六周日两天的密集活动，这个周末让你在雕塑瓷厂流连忘返～精彩活动抢先看乐天陶社创意市集4月30日（周六）－5月1日（周日）上午9:00 - 下午5:00超长时间市集，妈... [景德镇乐天陶社创意市集] 五一乐天市集大会串 
63,3.97E+15,权贵生,2016/4/24 16:57,,【景德镇漫步】在行业洗牌的大环境下，景德镇创意集市则大有蒸蒸日上之势。雕塑瓷厂原有市场对面又开了一个兼营旧货的集市同样热闹，全国各地陶瓷爱好者纷纭踏至，可以预见，这将是景德镇的未来。 
63,3.97E+15,瓷都路况,2016/4/22 17:54,,17:55#瓷都路况#周五晚高峰爆堵路段新厂周边、珠山桥、梨树园周边、昌江桥。【新厂周边】这边堵车非常严重，西往东排至为宇路口、东往西从为宇路口排至雕塑瓷厂，整个东一路全段压力都非常大，此刻东二路正常，可以考虑绕行东二路；新厂路口南北向也在大排长龙，在老陶院路段依然南北双向拥堵；【珠 ...全文
64,3.96E+15,目的地劳动换食宿,2016/4/2 22:59,,#劳动换食宿#坐标江西景德镇！青旅位于景德镇雕塑瓷厂，毗邻乐天陶社陶瓷创意市集、明清园陶瓷创意市集和陶瓷古玩市场，步行至陶艺街15分钟，三宝瓷谷20分钟，方便你淘宝和比较。景德镇国际青年旅舍招尽快到岗男女义工各1名，15天起，有兴趣请戳 【江西景德镇招尽快到岗15天+男女义工各1名】景德镇国际青年旅舍 
64,3.96E+15,看见景德镇,2016/4/2 10:21,,#看见景德镇#  | 寻物 周六的创意集市（雕塑瓷厂） 
64,3.96E+15,看见景德镇,2016/4/1 10:05,,#看见景德镇#  | 寻物  雕塑瓷厂一个拉坯师傅的日常。 
64,3.96E+15,看见景德镇,2016/3/31 11:15,,#看见景德镇# | 最美瓷店   “半月”（位于景德镇雕塑瓷厂后门）柴烧瓷的天堂。 
64,3.96E+15,乐天陶社郑祎,2016/3/26 18:27,,#景德镇腐败现象# 雕塑瓷厂里面 做陶溪川市集的广告 是不是在打自己一巴？这个汪厂长可以早点退休吗？ 大理·大理镇 
64,3.96E+15,景德镇发布,2016/3/22 8:59,,#景德镇新闻#3月21日晚，“古窑之春”【景德镇“十大陶瓷文化景观”颁奖盛典举行】在市群众文化活动中心举行。名坊园、景德镇古窑民俗博览区、景德镇中国陶瓷博物馆、御窑厂国家考古遗址公园、陶溪川、高岭•瑶里风景区、雕塑瓷厂、皇窑、三宝瓷谷、鼎窑瓷艺入选。景德镇“十大陶瓷文化景观”颁奖盛典举行 
64,3.95E+15,向半夏,2016/3/13 22:34,,去了一趟瓷都景德镇。没有去什么地方，古窑博览区很值得一去，网上订票便宜点。如果想去感受手工制作，就去雕塑瓷厂。其中有一叫水清流还是叫什么的老板很帅很好哦。推荐推荐。住一定住市中心啊。 
64,3.95E+15,往南-wnaxiong,2016/2/28 22:04,,硬卧代硬座的车厢为人友善会做饭给你的90后店家历史悠久的瓷都一只极其粘人会爬到你床上的猫小罗一群默默从心工作的文艺青年一同踏上旅途的小伙伴@肉脸蛋妹妹哟 #景德镇雕塑瓷厂##明清园##景德镇醉乡慕谣青年旅舍# 
64,3.95E+15,baby不忘初心,2016/2/28 19:24,,和朋友逛了半天的雕塑瓷厂，买了很多自己喜欢的茶具和两个别致的花插。特别是到了一个在陶院刚毕业两年的女孩工作室，看着她专心致志的画着盘子，以及谈吐之间流露出的对陶瓷的热爱，让我对这位美丽的女孩顿生喜爱之情。我喜欢陶瓷不仅是因为陶瓷文化的博大精深，我想更多的是源于和各种陶瓷人交往。 
65,3.93E+15,核桃得麻麻,2016/1/9 12:14,,早上的雕塑瓷厂熙熙攘攘，路过一个地摊，两个摊主在做关于“釉下五彩的烧成问题”的话题辩论，争得面红耳赤。我在一旁兴奋着，感觉得到景德镇的市井生活，瓷器有关这里的每一个人，并渗入骨髓，从一位工艺大师到一个地摊小卒。 景德镇·景德镇雕塑瓷厂 
65,3.93E+15,乐天陶社郑祎,2015/12/30 10:51,,#景德鎮樂天陶社# 景德鎮樂天陶社場地前身，雕塑瓷廠裡面的空間。給我們租下來改造成今天超棒的地方！ 香港·山顶 
65,3.91E+15,半颗青柠檬__,2015/11/25 16:48,,住的地方  叫明清园归然客栈   推门放眼望去 是整个后花园   逛的地方 叫珠山区雕塑瓷厂  随手拿起一件作品 都让人爱不释手  这里  是梦回的地方 
65,3.91E+15,江西教育电视台,2015/11/16 2:09,,【美国校长访华团到景德镇考察交流】 14日，2015年汉语桥——美国校长访华团日前来到景德镇市，先后参观了国家用瓷生产基地、景德镇官窑陶瓷研究中心、景德镇雕塑瓷厂、宫瓷文化旅游景点等地，并在中国师傅的指导下，体验拉坯和艺术创作，亲身感受陶瓷工艺品制作过程，加强了中美两国文化的交流。 
65,3.91E+15,古海空空,2015/11/13 18:04,,20151113。景德鎮雕塑瓷廠。舊時還有微光  漏出火的秘語  兩天前下過的雨  給枯黃的梧桐樹  錯誤的冬天邏輯  人們呵  反反復復的活著  似在  春天里 景德镇·景德镇国际青年旅舍 
65,3.9E+15,景德镇发布,2015/10/31 9:23,,【昌南絮语】雕塑瓷厂是个特别混搭的地方，老旧的厂房，前卫的酒吧，复古的客栈，时尚的陶吧，有小桥流水式的徽派建筑，醇香四溢的咖啡洋馆，一时间辨不清身处何方，分不清岁月错叠。其中那些小玩艺更是让人心醉不已…… 
66,3.9E+15,小A艾芮丝,2015/10/19 18:02,,带着两个臭宝根本没什么机会买瓷器 瓷博会也没有去成 就昨天随便逛了一下雕塑瓷厂 有好多想买的 无奈两个捣蛋鬼 随便拍了几张照片 还有好多漂亮的都没拍成 郁闷 下次一定不带宝宝逛这个 还差点又赔了钱 害我跑都来不及 
66,3.9E+15,星空的愿,2015/10/17 20:35,,明天是陶瓷节今夜散步路过雕塑瓷厂看到极大声音好嗨的说音乐节 我就看到前面无数人头都在甩还玩开火车主唱是个女生声音好粗没见过本人的都会以为她是男生由于没有门票然后也买不到的情况下我机智的爬到了上面的桌子上！拍下这一幕不容易！ @小俊先生LJL 
66,3.89E+15,生活是舞台,2015/10/5 7:40,,雕塑瓷厂门前的摆满了各种瓷器小摊，厂区内还有各种工坊，创意集市，展厅，有的雅致美丽的、有的古灵精怪，逛到脚酸也看不完。小女生要是来了肯定是买、买、买 
66,3.88E+15,老王叔叔之FIDO,2015/8/31 23:59,,817～818 景德镇雕塑瓷厂，乐天陶社，老厂作坊，南湖公园，乡土陶社手工DIY。 
66,3.87E+15,芳蕐凝露,2015/8/3 22:16,,#一本画册的旅行#【第304个地方】 《芳華凝露——李芳凝作品集》旅行的第304个地方是【🌏中国🇨🇳江西景德镇 景德镇市雕塑瓷厂】 拍摄者：李芳凝  其实我最喜欢的还是雕塑瓷厂旁边的大学生创意公园。《芳華凝露—李芳凝作品集》 
66,3.87E+15,x_cao5657,2015/7/30 18:34,,景德镇市雕塑瓷厂出品：布袋和尚，高温颜色釉（花釉），60-70年代。 
66,3.87E+15,陈展辉,2015/7/29 14:09,,发表了博文《“景德镇·聚场”——WeddingParty》【713景德镇·聚场】红火的一天，我和薛洁的第六场“天地聚场”婚礼派对在景德镇雕塑瓷厂“尚子艺廊”建筑之外举办！同时举办“花之招展”尚子陶瓷和“景德镇·聚场”——Wedding&amp;nbsp;Party 
66,3.87E+15,张大薇nonono,2015/7/26 16:48,,#动瓷打瓷#下午呢，我们回到了昨天做陶瓷的雕塑瓷厂，因为据说里面有很多的工艺美术大师以及很多老一辈瓷雕世家师徒相授的后裔传人，更是有很多大学生都在自己的努力下在此创业，我们因此进行了深刻的问卷调查，收获了海量的信息哦～～赶紧理理，才能讲给你们听哦走的我们也是累坏了呢 
66,3.87E+15,Tori_ty,2015/7/19 12:07,,景德镇的雕塑瓷厂，创意集市，只有周六周日有的，营业到中午，都是手工艺人自己的作品喔 
67,3.86E+15,安师大赴江西景德镇调研团队,2015/7/13 0:21,,#新传先锋三下乡#晚安##在路上#今天是最为充实的一天。上午去了景德镇雕塑瓷厂，下午一心想要寻访瓷文化的我们想去三宝国际陶艺村，却不知道通往那里的路全部正在修建的，顶着大太阳走了两个半小时到达，后来还遇到两个外国友人，进行亲切的交谈，虽然都没有怎么开放，还是很有收获的。 
67,3.86E+15,江西师范大学数信学院团委,2015/7/12 14:17,,#带着微博三下乡##青春三下乡##江西师大“瓷都罄响”五院联合暑期三下乡#活力瓷都，创意市集。景德镇雕塑瓷厂之行已结束，快来感受这里具有千年历史的瓷文化吧@共青团江西省委学校部 @青春师大 
67,3.86E+15,乐天陶社郑祎,2015/6/20 6:17,,早上充满激情回工作室拉坯。。。雕塑瓷厂停电！景德镇#%%**&gt;&gt;€€~?{xyz🔫🔫🔫🔫🔫🔫🔨🔨🔨🔨🔪🔪🔪🔪💣💣💣💣💣💣💣这个鬼地方！真想马上走！ 
67,3.85E+15,花小愁最近不分享陶瓷了,2015/6/6 11:56,,景德镇年轻人居多的陶瓷集市有两个：周六上午9点至12点@乐天创意市集 。周日上午9点至12点明清园集市，地址都是在雕塑瓷厂内，当然瓷厂里还有很多很赞的店～来旅游的朋友们自己把握好逛集市时间～@工程师姐姐的手工森活 可还详细？ 
67,3.84E+15,RedHouse熊,2015/5/14 22:19,,感谢你们对景德镇的热爱！迈克告诉我他两年前与澳大利亚国立大学陶瓷系来到雕塑瓷厂，直到这次来时都有家的归属感。因为陶瓷让我们有了共通语言，文化的隔阂大大减小，反过来说是艺术让我们更融入了彼此的世界。大雨天造访红房子，让人感动，为陶瓷工作者们骄傲[玫瑰] 
67,3.84E+15,万宏与花,2015/5/3 12:29,,景德镇雕塑瓷厂周末集市，眼花缭乱啊！ 
67,3.84E+15,桔梗的暹罗猫一只,2015/5/1 14:44,,去雕塑瓷厂逛了下，可爱的东西不要太多！最后还捕获一只野生喵 
67,3.83E+15,乐天陶社郑祎,2015/4/23 19:57,,谁在雕塑瓷厂丢了狗狗？ 
68,3.83E+15,朱小猪小猪小猪,2015/4/12 11:27,,对这些瓶瓶罐罐总是有割舍不去的情愫，我在景德镇雕塑瓷厂。 景德镇·景德镇雕塑瓷厂 
68,3.83E+15,亲爱的未央,2015/4/4 14:08,,逛了一上午景德镇的雕塑瓷厂，每家店都想进去，每家店的东东都想买，各种精美瓷器，恨不得赶紧装修或者开个咖啡馆把这些玩艺都网罗到我们家里来！！！ 虽然有些价格不菲，但是敖大叔能砍价呀，他对着老板娘说：老板，万水千山总是情，便宜一点行不行！[冷汗]！ 
68,3.82E+15,無人問津_Notakers,2015/3/26 16:50,,去年年底，我们把手作工作室搬进了离雕塑瓷厂不远的山里。当时找到这里时：前后两个大园子种满了蔬菜，后山满是桃树、梨树、竹子，板栗，步行十分钟还有一个小小的水库，平日里人迹罕至，只有五六户农家白天在这里种菜，湿地里还有不少野鸭和鸟儿，我们几个人很快就定了下来。————【无人问津】 
68,3.8E+15,南昌发布,2015/1/24 23:56,,#认识china从景德镇开始# 周日是“乐天陶社创意集市”固定开市的日子。每到这天，景德镇雕塑瓷厂内便车水马龙、人头攒动。临时搭建的简易展台、席地而摆的地摊 与装修简约的固定店铺一起构成了一道独特亮丽的风景线。 
68,3.8E+15,景德镇冷叔频道,2015/1/21 9:04,,#两会微话题#【对外推荐瓷都 你会怎么做？】古窑传统陶瓷技艺、雕塑瓷厂创意集市、陶艺中心玩瓷DIY ……假如你是市长，你会向外界推荐怎样的瓷都？美瓷美食美景，你最关心哪个呢？（ps.配图为昨日两会微话题）@瓷都晚报 @景德镇民声110 
69,3.8E+15,刘歆艾_,2015/1/19 5:41,,三弯九拐  找到景德镇雕塑瓷厂  物件很赞  只是过于热闹  冷粉与瓦罐汤是早餐标配  小黄鱼家的小米年糕强烈推荐#这才是真正的景德镇##那些关于生活和缥缈的故事# 
69,3.8E+15,cjhoney,2015/1/17 21:09,,很久没去了。。。。#景德镇# #雕塑瓷厂# 
69,3.78E+15,乐天陶社-景德镇,2014/11/12 18:12,,11月14日晚8点，景德镇乐天陶社木扉堂“中国制造”团体展不容错过。他们来自西弗吉尼亚大学团体有不同的文化背景但每一个人都热爱陶艺。展览展示的是他们从来到景德镇到现在，这个城市如何影响了他们，如何被雕塑瓷厂内匠人们的工艺技术所震惊，同时也在他们的创作过程中获得了当地匠人巨大的帮助。 
69,3.77E+15,乐天陶社郑祎,2014/10/20 22:38,,今天听很多人骂景德镇瓷博会一塌糊涂。雕塑瓷厂厂里乱透了，乱摆摊还打我们员工。你们知道吗？景德镇我为什么还会回来？因为在那么乱的地方，还有一个 “乐天陶社”值得我回来。讲座，市集，凝聚优秀年轻人的绿洲！如果不是乐天，我也不会来这个臭地方! 
69,3.74E+15,無人問津_Notakers,2014/8/4 22:27,,历时一月有余，景德镇雕塑瓷厂[无人问津]店重装升级。 
